request_id,timestamp,user_id,tier,sla_ms,task_type,model_id,backend,latency_ms,quality_score,success
8fe9e08b-407e-4f04-9c29-32d0c5ad84d6,2025-12-16T07:59:59.096446,user_444,free,800,classification,mistral-7b,k8s,512,0.793,True
ee627389-d5f1-4399-8f33-9ed2839464bb,2025-12-13T21:45:21.096446,user_257,free,800,code-gen,gpt-4,aws,527,0.824,True
da80f3d1-80dc-4c28-a999-8ad41d809e6f,2025-12-16T02:33:06.096446,user_243,free,800,code-gen,mistral-7b,k8s,529,0.817,True
cc968a50-e2fe-41a8-986a-e0ba67900804,2025-12-15T12:24:30.096446,user_183,free,800,classification,gpt-3.5-turbo,aws,683,0.875,True
952ff20b-63bb-4754-8419-d7f1ce64e42e,2025-12-14T09:12:45.096446,user_248,free,800,code-gen,llama-3-70b,aws,502,0.841,True
46246af4-63a5-4c0b-b94a-ed76f31928b8,2025-12-14T02:40:41.096446,user_202,free,800,classification,llama-2-13b,neocloud,546,0.811,True
755cd695-f339-4e3d-b29c-841b6ac1015b,2025-12-12T16:31:19.096446,user_17,free,800,reasoning,claude-2.1,neocloud,621,0.857,True
9fd6ad93-ed99-47f6-886c-a184547d9061,2025-12-12T22:15:33.096446,user_180,free,800,classification,falcon-180b,neocloud,525,0.764,True
8c9b1845-35fa-437f-89bc-67bcccb29344,2025-12-13T02:46:37.096446,user_134,free,800,code-gen,gpt-4,aws,613,0.763,True
223615b0-c92a-474e-857e-716b9579cd48,2025-12-13T01:25:55.096446,user_9,pro,300,classification,claude-2.1,neocloud,187,0.777,True
53138251-78db-41a6-be27-27eed9bfde28,2025-12-14T00:44:08.096446,user_216,free,800,classification,falcon-180b,neocloud,540,0.809,True
dade98ec-ce61-4ece-955f-3074a2e18656,2025-12-15T20:27:54.096446,user_82,pro,300,summarization,falcon-180b,neocloud,193,0.779,True
07b3ef3e-ab28-4e2b-b420-ce52d07ebcbe,2025-12-15T00:58:27.096446,user_419,pro,300,classification,gemma-7b,k8s,243,0.742,True
30b2731f-78fb-4cc6-9d89-9f0f726a6177,2025-12-15T19:36:29.096446,user_255,pro,300,summarization,falcon-180b,neocloud,163,0.901,True
03682a2b-0f8d-49f9-a4a7-c7e64dede5b4,2025-12-13T04:39:14.096446,user_190,enterprise,150,summarization,mixtral-8x7b,k8s,98,0.968,True
30ad39f3-7a27-44d8-af70-d21e6c7f4714,2025-12-16T18:01:03.096446,user_45,pro,300,code-gen,mistral-7b,k8s,227,0.617,True
1d1c6c7a-6443-4d6e-afbb-c8bcdd3ca9cf,2025-12-14T17:01:01.096446,user_97,free,800,reasoning,gemma-7b,k8s,500,0.765,True
6b324b95-c318-4a19-940d-ad2959b1451c,2025-12-12T19:24:22.096446,user_84,free,800,reasoning,gpt-3.5-turbo,aws,598,0.768,True
7b49637b-c7db-4a6b-a212-6a76a6842f17,2025-12-12T11:07:29.096446,user_4,free,800,code-gen,gemma-7b,k8s,579,0.908,True
fbc88d7f-1ae0-4a8e-9ede-c26f23923496,2025-12-15T22:36:48.096446,user_281,free,800,reasoning,gpt-4,aws,609,0.918,True
20f2a27e-6e92-42b0-8533-1cb25ebdd338,2025-12-15T20:36:01.096446,user_483,free,800,classification,llama-2-13b,neocloud,585,0.904,True
77d32f70-f1e0-404e-b1b3-d212150089ab,2025-12-15T03:58:24.096446,user_461,enterprise,150,summarization,gemma-7b,k8s,160,0.863,True
2bda1093-8318-4e61-829f-22bd8e8eff4b,2025-12-14T11:36:35.096446,user_352,free,800,code-gen,llama-2-13b,neocloud,576,0.942,True
86c814df-e6c8-4c5b-9443-617e22e5f1f5,2025-12-14T08:04:36.096446,user_338,enterprise,150,summarization,claude-2.1,neocloud,48,0.771,True
6c2a9816-26fe-4610-a788-41b5ad35281b,2025-12-16T23:30:28.096446,user_378,free,800,summarization,claude-2.1,neocloud,559,0.858,True
7a2d6ba6-6acb-43c4-b313-178a8b164c8e,2025-12-12T16:32:03.096446,user_248,free,800,qa,claude-3-opus,aws,534,0.884,True
acc6d4da-94e5-44b4-a136-9e286682ac6c,2025-12-13T23:26:56.096446,user_363,free,800,reasoning,gemma-7b,k8s,592,0.77,True
dc5f41b5-beb5-4a11-a212-58c40d7cbd73,2025-12-14T19:18:56.096446,user_47,free,800,classification,mixtral-8x7b,k8s,572,0.972,True
bea2e699-b03b-487e-8ace-c7299eca7664,2025-12-15T21:51:31.096446,user_337,free,800,classification,gpt-4,aws,518,0.935,True
5d1fe53b-ded1-46ab-95f7-8ac6dfe1b7d5,2025-12-17T08:28:09.096446,user_493,pro,300,classification,gpt-4,aws,216,0.614,True
ad58c1a3-6861-45d4-ba1c-465a38250713,2025-12-12T16:41:20.096446,user_167,free,800,reasoning,gemma-7b,k8s,502,0.876,True
61717418-e9a9-4b9f-b037-5773cacefec7,2025-12-13T02:25:12.096446,user_492,free,800,qa,llama-2-13b,neocloud,543,0.869,True
d21a34cb-55d3-46dd-b342-d963959c6e9b,2025-12-13T06:39:50.096446,user_334,free,800,reasoning,gemma-7b,k8s,571,0.872,True
342d5640-5f08-4ec5-93b3-45059448642e,2025-12-15T08:14:36.096446,user_287,free,800,code-gen,mixtral-8x7b,k8s,582,0.844,True
33deb713-261f-4c55-b64b-6754597294c3,2025-12-16T10:06:33.096446,user_134,pro,300,summarization,mistral-7b,k8s,225,0.807,True
53cd35aa-5bd5-405e-9183-9824d5022db4,2025-12-17T04:05:53.096446,user_75,pro,300,code-gen,llama-2-13b,neocloud,202,0.938,True
96bd0a99-1079-49e2-89db-c5f3e7587e2c,2025-12-13T11:49:37.096446,user_3,free,800,reasoning,falcon-180b,neocloud,530,0.954,True
a9cf1d79-a180-4e5e-92ab-6edffa3138dc,2025-12-12T20:18:17.096446,user_480,enterprise,150,summarization,llama-3-70b,aws,30,0.784,True
d4b5d28a-1d1e-430c-b6d4-94c5c8f2d585,2025-12-13T15:41:41.096446,user_500,free,800,code-gen,gpt-3.5-turbo,aws,480,0.945,True
bbceb2f0-c420-426d-91c1-e77805327cee,2025-12-17T04:48:50.096446,user_459,free,800,code-gen,mixtral-8x7b,k8s,503,0.766,True
9c7494a0-fc51-44f6-b848-0b6824420b90,2025-12-15T09:27:52.096446,user_386,free,800,code-gen,mixtral-8x7b,k8s,638,0.863,True
4ef9c3f3-7bcf-4566-a663-9ffac44e97bc,2025-12-15T19:02:32.096446,user_472,free,800,qa,claude-3-opus,aws,575,0.876,True
80b7205e-21ea-4878-b897-3d2a6b20c495,2025-12-12T22:03:42.096446,user_495,free,800,qa,claude-3-opus,aws,627,0.781,True
61923690-3c6f-47b8-9d9f-2883b4bc7e55,2025-12-14T10:48:31.096446,user_347,free,800,code-gen,mixtral-8x7b,k8s,545,0.817,True
f2d4ce13-343a-436a-97f1-bc7df721c740,2025-12-12T23:15:01.096446,user_74,pro,300,summarization,llama-2-13b,neocloud,233,0.876,True
110aadce-8b0d-4e06-a989-a162058539e7,2025-12-17T02:40:48.096446,user_36,free,800,code-gen,gpt-4,aws,585,0.814,True
6a6e22f2-18fa-4536-8b11-02abf8b32834,2025-12-15T23:35:56.096446,user_76,pro,300,classification,falcon-180b,neocloud,261,0.869,True
e6230165-bfa5-4e1f-9c6e-f54e372d5e2d,2025-12-14T09:46:00.096446,user_74,pro,300,qa,llama-2-13b,neocloud,243,0.789,True
82530ecc-233d-4201-bccd-1c281b6aa43d,2025-12-14T08:19:17.096446,user_373,free,800,qa,llama-2-13b,neocloud,531,0.915,True
6060c5f4-02c4-4827-a24b-793a7d4a76db,2025-12-13T15:13:13.096446,user_325,pro,300,reasoning,gemma-7b,k8s,195,0.929,True
7539164a-0067-4dd3-90a0-84146ffcd484,2025-12-14T13:43:29.096446,user_97,enterprise,150,summarization,gemma-7b,k8s,125,0.912,True
0959a8a8-9fd8-4c26-aa98-e9643f80a309,2025-12-14T05:11:58.096446,user_223,free,800,qa,gpt-3.5-turbo,aws,553,0.843,False
7a6a587f-c955-4d30-999e-e3162a4444bd,2025-12-13T15:45:26.096446,user_361,free,800,reasoning,claude-3-opus,aws,621,0.906,True
15dd931c-6487-44bb-b185-d2abb34bf8d7,2025-12-16T15:44:37.096446,user_68,free,800,reasoning,llama-3-70b,aws,554,0.604,False
9e362a95-3c83-46aa-b3c4-55dc8e2ff233,2025-12-13T03:47:48.096446,user_348,free,800,qa,gemma-7b,k8s,591,0.851,False
460eb132-e2ee-4521-b649-8176136837ef,2025-12-15T16:37:51.096446,user_479,free,800,classification,llama-3-70b,aws,580,0.894,True
f8b869a6-f62a-4868-a3b2-a8caecdbc218,2025-12-17T01:28:25.096446,user_263,pro,300,code-gen,llama-3-70b,aws,276,0.795,True
de3200cb-e7c3-4678-879b-ff53ec251f8d,2025-12-14T03:12:46.096446,user_67,free,800,reasoning,llama-2-13b,neocloud,532,0.918,False
1db5758b-b556-44b7-96bc-c254472c3c87,2025-12-12T12:30:53.096446,user_130,free,800,classification,gpt-3.5-turbo,aws,556,0.928,True
0cccf243-d6c3-4d83-8604-6824499c582b,2025-12-16T09:57:51.096446,user_236,pro,300,qa,claude-3-opus,aws,145,0.922,True
5387d164-e175-47da-9857-37a6431845c6,2025-12-14T00:39:08.096446,user_109,pro,300,reasoning,gpt-4,aws,265,0.867,True
d8c07117-9e12-448c-8021-bbbe7989323c,2025-12-15T02:44:01.096446,user_333,pro,300,reasoning,mistral-7b,k8s,251,0.931,True
7b4d5206-0956-4445-adcb-dd6dc21e929f,2025-12-16T14:33:17.096446,user_426,enterprise,150,qa,claude-3-opus,aws,118,0.795,True
9acc649d-9efe-4961-a71a-d3b72b7c7823,2025-12-16T04:54:16.096446,user_164,free,800,code-gen,llama-2-13b,neocloud,622,0.937,False
17655008-232b-4089-9f6b-f0ddeb4f70f2,2025-12-12T09:57:16.096446,user_239,pro,300,qa,gpt-4,aws,181,0.808,True
cf15a77b-66f9-4ca1-81de-ded50f10183f,2025-12-13T05:44:02.096446,user_421,free,800,classification,mistral-7b,k8s,520,0.959,True
6c9c6fae-4126-4ca8-9d5a-20db9563db2b,2025-12-16T15:04:51.096446,user_61,free,800,reasoning,gpt-4,aws,444,0.778,True
1d854c6b-fdb5-49e7-b343-4ac65cd94358,2025-12-15T02:24:29.096446,user_191,free,800,summarization,claude-2.1,neocloud,601,0.879,True
7047c4d9-4124-495a-a064-edd6166a15b8,2025-12-14T14:41:22.096446,user_113,free,800,reasoning,gemma-7b,k8s,550,0.865,True
652338e5-73bf-42de-96f0-7ec639e4eb8f,2025-12-13T14:52:00.096446,user_256,free,800,summarization,llama-2-13b,neocloud,566,0.872,True
f703679c-5ca3-414b-8deb-773085412445,2025-12-15T12:56:39.096446,user_438,free,800,summarization,claude-3-opus,aws,545,0.898,True
6ea9f0be-a90f-4468-b033-9afc67f69481,2025-12-14T00:24:48.096446,user_16,pro,300,classification,claude-3-opus,aws,218,0.92,True
29268130-7dcb-4342-b4bf-182d06c3dced,2025-12-13T13:28:49.096446,user_407,free,800,code-gen,claude-2.1,neocloud,547,0.894,True
e3ffd40a-b0b9-4b64-a693-6160c3ce0bbd,2025-12-14T07:29:25.096446,user_156,free,800,classification,mixtral-8x7b,k8s,576,0.831,True
a4b9655a-3d39-49d0-983a-878a5c38a771,2025-12-15T22:23:27.096446,user_116,pro,300,qa,claude-3-opus,aws,110,0.963,True
97f828c0-ffa3-4e34-a6d4-fa9bc32598d8,2025-12-15T03:59:42.096446,user_280,free,800,code-gen,claude-2.1,neocloud,513,0.846,True
019fc1af-543b-458d-b5e7-57fb7957cc3a,2025-12-16T07:23:10.096446,user_355,free,800,summarization,claude-2.1,neocloud,539,0.827,True
6df06c9d-6ad1-4a5b-97bc-a67885c07cfc,2025-12-12T09:06:58.096446,user_320,free,800,reasoning,mistral-7b,k8s,575,0.766,True
ab98ecf6-94bd-4c0d-89bc-fa0b25954ad9,2025-12-13T23:04:24.096446,user_97,enterprise,150,classification,gpt-3.5-turbo,aws,189,0.757,True
f73be54a-bcac-442e-9dc9-d7bc270154ac,2025-12-15T14:25:25.096446,user_193,pro,300,summarization,claude-3-opus,aws,136,0.92,True
0b45fac0-2101-484b-b795-239dba1427de,2025-12-13T14:23:38.096446,user_163,pro,300,summarization,gpt-4,aws,158,0.838,True
2693ce25-07d6-41d5-9ae8-42ef28557ea6,2025-12-17T08:16:20.096446,user_460,free,800,reasoning,llama-2-13b,neocloud,549,0.813,False
d4a50ee7-6eff-49f9-82d4-4988735bdda0,2025-12-15T06:18:10.096446,user_128,free,800,classification,falcon-180b,neocloud,562,0.878,True
26a32fc0-153e-4964-8a71-e129e96e7c21,2025-12-16T00:46:55.096446,user_420,pro,300,summarization,gpt-4,aws,290,0.735,True
17e05424-ef89-41ed-91a6-82b1c8d02141,2025-12-14T08:14:18.096446,user_342,enterprise,150,code-gen,gemma-7b,k8s,159,0.815,True
2d5b98e9-d0cb-4d95-9de0-3c5b8e7c0b1f,2025-12-12T17:17:18.096446,user_185,free,800,summarization,llama-2-13b,neocloud,564,0.912,True
a17556dd-3b11-4b76-9439-7f04d9860069,2025-12-14T02:46:54.096446,user_336,free,800,summarization,gemma-7b,k8s,610,0.847,True
17836425-aaa6-4f2f-b137-c62660cdcec9,2025-12-12T18:31:17.096446,user_354,free,800,reasoning,llama-3-70b,aws,595,0.852,True
f7d353e9-60de-4ab2-a1da-ae13ee24f1ba,2025-12-14T15:50:51.096446,user_330,free,800,code-gen,mixtral-8x7b,k8s,590,0.777,True
1d78c9bd-7d46-4660-806c-df78d1212603,2025-12-17T01:38:16.096446,user_122,pro,300,reasoning,gpt-3.5-turbo,aws,153,0.71,True
531f6cdb-a8cd-4d97-87f1-e99ff9a25594,2025-12-13T12:29:48.096446,user_413,enterprise,150,qa,llama-3-70b,aws,117,0.86,True
ea928b9a-240c-4905-807d-75625a6a444f,2025-12-12T11:42:18.096446,user_174,free,800,classification,gpt-4,aws,453,0.849,True
b8e122ab-daff-46c6-8b29-d44e8309d154,2025-12-14T00:39:06.096446,user_468,free,800,classification,claude-3-opus,aws,587,0.885,True
cce28bc6-4a45-4322-8b3f-04c75c311f34,2025-12-15T23:35:16.096446,user_483,free,800,classification,mixtral-8x7b,k8s,493,0.851,True
988da10b-0710-4314-8e8e-dc19c2a28298,2025-12-12T20:56:35.096446,user_259,free,800,reasoning,llama-3-70b,aws,548,0.788,True
a5e0cf91-304b-40ec-affb-75db9ef6ae85,2025-12-13T14:13:28.096446,user_264,pro,300,summarization,mistral-7b,k8s,180,0.803,True
d924ef02-02a5-41fc-ba00-fdfe76152cab,2025-12-13T09:02:19.096446,user_432,free,800,reasoning,gpt-4,aws,581,0.779,True
3b730258-c246-41b4-a8fd-c6ecd7652765,2025-12-15T15:36:12.096446,user_251,pro,300,summarization,claude-3-opus,aws,162,0.935,True
96be861b-e9c2-4995-8ef8-d784b7b66ea6,2025-12-16T21:40:29.096446,user_195,pro,300,code-gen,gpt-4,aws,147,0.856,True
e430e509-f591-4a52-a52a-0186ab79ac16,2025-12-17T02:23:42.096446,user_18,free,800,reasoning,llama-3-70b,aws,537,0.84,True
544dd3c2-4cd4-4e79-b49e-feb050322485,2025-12-16T08:44:21.096446,user_377,free,800,reasoning,falcon-180b,neocloud,523,0.78,True
2babe907-0c1c-49f1-b6e5-c50abbee6640,2025-12-12T14:04:49.096446,user_13,free,800,summarization,mixtral-8x7b,k8s,605,0.836,True
14d5f26b-d64e-45ed-861d-6198c135151b,2025-12-12T17:36:39.096446,user_244,free,800,classification,claude-3-opus,aws,606,0.771,True
30c070fb-7418-4434-96fc-e6b6b08993c1,2025-12-17T07:25:38.096446,user_133,pro,300,qa,llama-3-70b,aws,203,0.597,False
9ac7be81-aab0-4cd4-bd52-e68391bfb131,2025-12-14T05:05:29.096446,user_391,pro,300,classification,mixtral-8x7b,k8s,163,0.81,True
67f7bd25-5fad-47e6-b302-b3c91a562407,2025-12-14T09:34:30.096446,user_12,free,800,qa,gemma-7b,k8s,494,0.769,True
98506fbd-1eab-4374-a07d-5877f5edf8ab,2025-12-13T04:55:13.096446,user_296,enterprise,150,summarization,llama-2-13b,neocloud,38,0.851,True
47a7b402-491c-470c-9d12-ad20e5a6c2dd,2025-12-15T09:34:25.096446,user_34,pro,300,reasoning,claude-2.1,neocloud,187,0.813,True
09fc15b8-33bc-4ddc-a475-8fe8e0347885,2025-12-12T10:36:10.096446,user_475,enterprise,150,summarization,falcon-180b,neocloud,108,0.819,True
1df73006-244d-4478-9224-bf46ccd2807c,2025-12-16T09:51:50.096446,user_466,free,800,summarization,claude-2.1,neocloud,636,0.742,True
04915840-8ea8-4994-8d7a-8d99d2a9bd87,2025-12-15T17:20:07.096446,user_427,free,800,summarization,falcon-180b,neocloud,545,0.904,True
94dfcb10-7c9a-46ba-9abf-a0c86b21f4d8,2025-12-12T10:13:33.096446,user_475,free,800,reasoning,gemma-7b,k8s,496,0.901,True
6cb59f9e-95b8-4630-b18d-ca1c6a7ab01f,2025-12-15T06:42:21.096446,user_397,enterprise,150,code-gen,mistral-7b,k8s,159,0.899,True
4035b9ba-420a-4b15-a1a9-82faf039d7df,2025-12-13T02:20:46.096446,user_97,free,800,qa,claude-3-opus,aws,599,0.931,True
ce49838c-4467-49e9-a868-98c9d43a7f17,2025-12-14T06:14:16.096446,user_3,enterprise,150,reasoning,mixtral-8x7b,k8s,30,0.865,False
0320860d-f498-4cfe-917e-8823566a8e4c,2025-12-13T09:04:24.096446,user_314,free,800,summarization,mistral-7b,k8s,582,0.854,True
d8d10f7f-4439-4c26-8b0c-fa7e95675bd4,2025-12-16T10:48:55.096446,user_159,pro,300,code-gen,falcon-180b,neocloud,193,0.769,True
38d22d19-4a36-4615-b3c1-394efd987177,2025-12-12T23:04:05.096446,user_79,free,800,code-gen,claude-3-opus,aws,462,0.821,True
9b406e05-d0ec-4960-b13d-3de634d9a393,2025-12-15T21:02:45.096446,user_110,pro,300,classification,claude-3-opus,aws,129,0.873,True
92d71171-4720-4313-adb4-a01261541b59,2025-12-12T11:09:02.096446,user_407,enterprise,150,summarization,falcon-180b,neocloud,183,0.815,True
bf222066-e901-4144-83fb-54cc1e8c4f5c,2025-12-12T11:15:58.096446,user_499,free,800,reasoning,mistral-7b,k8s,539,0.87,True
a113e92d-9af0-4d54-bdcf-ad4d6e46305b,2025-12-14T21:06:06.096446,user_43,pro,300,code-gen,falcon-180b,neocloud,212,0.785,True
0904aacb-3e65-448d-9ac1-09c75ced7845,2025-12-13T13:17:31.096446,user_375,free,800,reasoning,mixtral-8x7b,k8s,604,0.953,True
ae62ddf0-89e3-4baf-816b-a4b9e5f5a48e,2025-12-13T07:23:44.096446,user_183,free,800,classification,gpt-4,aws,553,0.881,True
35a88cdd-f9ca-4cd3-bcf1-dfe9bf4cb657,2025-12-14T03:56:04.096446,user_471,free,800,reasoning,llama-2-13b,neocloud,506,0.839,True
0edd36fe-53b6-4b19-a976-929dd9657f3e,2025-12-13T19:25:11.096446,user_495,free,800,reasoning,gpt-4,aws,583,0.854,True
4700e70f-3a5e-4daf-9bb1-9db84eb4571e,2025-12-15T20:10:30.096446,user_164,pro,300,reasoning,mistral-7b,k8s,322,0.943,True
9e602b72-ac51-4734-a728-1e289aacb21f,2025-12-17T07:38:46.096446,user_27,pro,300,code-gen,falcon-180b,neocloud,268,0.779,False
92fa6625-f195-4c98-b222-6127fc8709b9,2025-12-15T23:48:00.096446,user_411,pro,300,qa,gpt-4,aws,219,0.803,True
fba916e3-f03c-4303-b1a4-9bed47006454,2025-12-13T10:16:00.096446,user_153,free,800,summarization,llama-2-13b,neocloud,426,0.904,True
7ce14926-83ea-48fb-82bd-ce45922206fe,2025-12-16T03:51:58.096446,user_138,free,800,reasoning,llama-2-13b,neocloud,543,0.968,True
5fde66dd-94eb-41aa-bf50-59a515894236,2025-12-12T22:54:01.096446,user_214,pro,300,classification,gpt-3.5-turbo,aws,284,0.842,True
c742494c-b212-491d-a324-59581e1d9588,2025-12-13T09:54:33.096446,user_396,pro,300,classification,mistral-7b,k8s,168,0.907,True
c0085993-7afd-4236-a412-e54ed7448c44,2025-12-15T18:00:35.096446,user_273,free,800,summarization,llama-3-70b,aws,590,0.829,True
c486cbc4-fca8-407b-ba5b-5171534e0c15,2025-12-15T00:01:11.096446,user_169,free,800,summarization,claude-3-opus,aws,512,0.882,True
cb05b3f6-9bbd-4f98-b025-dd36125d9d0c,2025-12-13T23:27:47.096446,user_278,free,800,code-gen,mixtral-8x7b,k8s,511,0.821,True
713978d0-e5f3-45a4-9bd9-5f0af336595f,2025-12-14T12:44:19.096446,user_124,free,800,code-gen,llama-2-13b,neocloud,600,0.953,True
353e4420-6ea0-4bf4-9aef-819168cac14c,2025-12-13T21:37:33.096446,user_369,pro,300,classification,falcon-180b,neocloud,215,0.933,True
cba2438d-7786-4dc8-9f9c-10600f094a16,2025-12-15T18:37:15.096446,user_77,pro,300,code-gen,gemma-7b,k8s,199,0.84,True
8f168061-b6b9-4fba-b7cf-0223b99c1367,2025-12-17T08:03:31.096446,user_383,free,800,classification,gpt-4,aws,560,0.716,True
c3839742-ca22-4f71-a2a9-70b72165f6b8,2025-12-15T19:50:25.096446,user_238,free,800,qa,llama-3-70b,aws,586,0.744,True
8e2273eb-6131-42fc-b7cf-030c527daf29,2025-12-16T16:12:06.096446,user_30,enterprise,150,reasoning,falcon-180b,neocloud,60,0.917,True
430320d6-d9e3-4962-abf8-ddbb25bc3a26,2025-12-13T08:09:20.096446,user_82,enterprise,150,reasoning,gemma-7b,k8s,56,0.827,True
4506d05c-a3b7-41fa-bfda-e6a314218c9b,2025-12-14T17:44:17.096446,user_136,pro,300,reasoning,llama-3-70b,aws,88,0.915,True
c8e3204b-14be-430f-ab8e-f77683c05e93,2025-12-16T16:39:35.096446,user_433,free,800,summarization,falcon-180b,neocloud,560,0.923,True
96555cad-a92c-41a0-b4f5-86426f3b166c,2025-12-15T07:27:11.096446,user_298,pro,300,code-gen,claude-2.1,neocloud,220,0.873,True
4efd05c8-7779-4558-baba-97d588ef33e8,2025-12-16T07:10:59.096446,user_439,pro,300,reasoning,gpt-4,aws,189,0.874,True
cd59a1b9-93d5-40f9-b96c-cad71dd842dd,2025-12-13T13:44:19.096446,user_477,free,800,code-gen,falcon-180b,neocloud,577,0.953,True
df15e2fc-518e-4159-966b-5335027ecd63,2025-12-16T14:13:59.096446,user_478,enterprise,150,summarization,mixtral-8x7b,k8s,76,0.791,True
ec253dca-b00b-42cc-96c0-fb1f4af5be4c,2025-12-17T01:15:31.096446,user_483,pro,300,qa,gpt-4,aws,211,0.786,True
b616d2d7-7001-4c8e-a6b8-329932954cfe,2025-12-12T19:33:25.096446,user_442,pro,300,qa,llama-2-13b,neocloud,215,0.756,True
a4474309-473c-44a2-989a-0628ad50ea1b,2025-12-15T18:01:27.096446,user_245,pro,300,qa,gpt-4,aws,168,0.911,True
eb7c7b79-ba4f-4dda-be47-5c684bc96257,2025-12-13T16:27:53.096446,user_165,pro,300,code-gen,gpt-3.5-turbo,aws,258,0.783,True
ac1b556e-78aa-4e0c-a935-94f1b29bdc2f,2025-12-16T04:09:37.096446,user_282,pro,300,classification,mixtral-8x7b,k8s,276,0.873,True
128aee4a-0d5f-4775-8569-71dc7a45002b,2025-12-15T07:39:23.096446,user_61,free,800,code-gen,mistral-7b,k8s,550,0.875,True
f63d3059-b6a3-435e-8828-d44ed13860cf,2025-12-13T17:03:12.096446,user_252,pro,300,classification,claude-2.1,neocloud,244,0.864,True
9c7597bc-f1fe-4a8f-9db4-ffa106b93890,2025-12-15T08:00:58.096446,user_113,free,800,code-gen,gemma-7b,k8s,559,0.786,True
277be764-c55a-4246-b482-6387e1161d44,2025-12-13T04:32:11.096446,user_209,enterprise,150,reasoning,llama-3-70b,aws,69,0.869,True
979bec20-93b1-48cd-8745-adee9da4be39,2025-12-16T08:10:40.096446,user_330,free,800,classification,claude-3-opus,aws,529,0.962,True
17aab73c-504b-4acd-9b67-bce85c33093e,2025-12-15T03:46:14.096446,user_217,free,800,qa,claude-2.1,neocloud,499,0.881,True
89f3c850-b195-4b77-a9ae-aa07b575375d,2025-12-14T23:33:35.096446,user_461,free,800,reasoning,gpt-4,aws,558,0.8,True
53c5a10f-11e8-409f-9530-138a61ad50b1,2025-12-16T23:22:21.096446,user_252,pro,300,code-gen,mixtral-8x7b,k8s,124,0.61,True
caf2fb0f-2d10-4a8b-b74c-210364fd729d,2025-12-14T19:42:37.096446,user_15,free,800,reasoning,gpt-3.5-turbo,aws,630,0.8,True
78131c45-c75b-46c8-a2a3-a8f6c679009a,2025-12-16T23:14:54.096446,user_324,free,800,code-gen,falcon-180b,neocloud,594,0.805,True
e1cd1c8e-bc1c-4701-92e0-c25ce7ec3e45,2025-12-15T04:41:03.096446,user_421,enterprise,150,classification,claude-3-opus,aws,151,0.931,True
bf12e7bf-bd39-4d18-a31a-ec7ebafe43cb,2025-12-16T23:24:50.096446,user_354,pro,300,reasoning,llama-2-13b,neocloud,228,0.936,True
e9a23732-c256-4209-a812-f54256d1ae76,2025-12-14T09:22:13.096446,user_206,enterprise,150,qa,gemma-7b,k8s,30,0.751,True
16941134-58f0-4958-8c90-5d48bdbaab52,2025-12-14T15:53:01.096446,user_29,free,800,summarization,llama-3-70b,aws,599,0.749,True
298440be-8520-4a8c-b20a-a753aac40856,2025-12-15T15:28:15.096446,user_114,pro,300,code-gen,gpt-4,aws,161,0.76,True
2184b145-fb17-408f-8601-eaa8b0b2ae13,2025-12-15T01:17:03.096446,user_156,free,800,qa,gpt-3.5-turbo,aws,579,0.886,True
c2fd24e4-4080-46c2-aa4f-97a8b61fb06d,2025-12-12T23:36:23.096446,user_93,free,800,classification,llama-2-13b,neocloud,658,0.946,True
46d10569-58c6-450a-80e2-00f6f77f0735,2025-12-15T22:51:31.096446,user_416,pro,300,code-gen,gpt-4,aws,230,0.789,True
edf0e6c3-5530-46d3-87f2-0c0cc33a9f7a,2025-12-12T15:44:11.096446,user_489,enterprise,150,summarization,llama-2-13b,neocloud,33,0.801,True
5e7747b7-9085-47ff-abbc-2aa90e152066,2025-12-13T00:04:42.096446,user_28,free,800,classification,mixtral-8x7b,k8s,508,0.783,True
752710ca-02d0-4114-a77e-7b66ab133870,2025-12-16T19:07:11.096446,user_500,free,800,summarization,mixtral-8x7b,k8s,606,0.703,True
84788855-acdc-4728-8054-d3aadbeb1db9,2025-12-12T09:57:20.096446,user_381,free,800,summarization,mistral-7b,k8s,656,0.822,True
05773f81-fd35-4954-a4ca-b3a7b227abca,2025-12-16T20:05:10.096446,user_277,pro,300,qa,falcon-180b,neocloud,224,0.875,True
87315e01-46d8-40ea-b0eb-9cea648af1b4,2025-12-14T03:15:15.096446,user_425,free,800,summarization,gpt-3.5-turbo,aws,577,0.809,True
5160db31-a331-456a-8a8b-b64a827be3f7,2025-12-16T17:27:59.096446,user_7,pro,300,summarization,gpt-4,aws,264,0.706,True
c5150a0c-2f45-46a2-8b45-522d5b61b889,2025-12-16T11:13:11.096446,user_366,free,800,summarization,llama-3-70b,aws,539,0.89,True
311f8709-2113-4a0a-af34-6ebce370c87e,2025-12-16T18:22:41.096446,user_77,free,800,classification,mixtral-8x7b,k8s,592,0.957,True
b585d457-fcee-4f3d-a91e-8e33e6cc56f3,2025-12-16T16:28:42.096446,user_445,enterprise,150,reasoning,mixtral-8x7b,k8s,30,0.922,True
21d088cb-2b2c-4068-83c5-40be54858e46,2025-12-13T07:29:10.096446,user_425,free,800,reasoning,mixtral-8x7b,k8s,604,0.834,True
7cd080a8-4fff-41d1-8c2e-636e79be17f0,2025-12-14T17:34:43.096446,user_163,free,800,reasoning,falcon-180b,neocloud,557,0.929,True
81d4e9f6-3712-4a99-8e1f-4e9c180ba290,2025-12-13T09:19:53.096446,user_426,free,800,qa,claude-2.1,neocloud,527,0.915,True
